"Place H-ID","Place Record Title","Place rec_RecTypeID","Place rec_RecTypeName","Place rec_Added","Place rec_Modified","Place rec_AddedByUGrpID","Place rec_URL","Place rec_ScratchPad","Place rec_OwnerUGrpID","Place rec_NonOwnerVisibility","Place rec_Tags","Place name","Place type",Country,"Location (mappable)","Locational certainty","GeoNames ID","Representative image (thumbnail)","Representative image (thumbnail) ID","Representative image (thumbnail) Name","Representative image (thumbnail) Path","Short description","Extended description","Related file(s) or URLs","Related file(s) or URLs ID","Related file(s) or URLs Name","Related file(s) or URLs Path","Locality name","Additional (equivalent) names","City, town or suburb","ADM1 / ADM2 (region, state, county)","France - Région (ADM1)","France - département (ADM2)","Date of name record","Date of name record (temporal)","Start date for named place","Start date for named place (temporal)","End date for named place","End date for named place (temporal)"
29,"Royaume séleucide -Babylonie, Mésopotamie, Médie, Perside, Susiane, Parthie, Sogdiane, Bactriane, Carmanie",12,Place,"2026-02-03 11:28:00","2026-02-03 16:28:10",2,,,0,viewable,,"Royaume séleucide",,,"POLYGON((47.40600586 37.90086509,46.91162109 38.00481997,46.14257813 38.03078569,45.40649414 38.29855909,44.90112305 38.35027254,44.42871094 38.5051914,44.5715332 37.56199695,44.2199707 36.82687474,44.09912109 36.50963616,43.81347656 36.24427318,43.54431152 35.90684931,43.39599609 35.53222623,43.22021484 35.23664622,43.06640625 35.09294531,42.90161133 34.93097859,42.6159668 34.78673916,42.27539063 34.79576153,42.14355469 33.91601311,42.2644043 33.55970665,42.31933594 33.20192419,42.37426758 32.84267363,42.58300781 32.18491105,42.93457031 31.76553741,43.65966797 31.69078181,44.79503632 31.27884428,45.65917969 30.75127778,46.69189453 30.54333895,46.99951172 30.37287519,47.30712891 30.01203068,47.65869141 29.3438754,48.18603516 29.45873119,48.42773438 29.89780561,48.69140625 29.95493455,49.17480469 30.22110185,49.96582031 30.22110185,50.60302734 29.17134885,51.10839844 28.09136628,52.27294922 27.58619786,53.30566406 26.76523057,54.84375 26.2540097,56.03027344 26.54922258,56.38183594 26.96124577,56.79931641 26.98082859,57.23876953 25.6613335,61.58935547 24.86650253,66.4453125 25.34402603,66.63208008 25.19500042,66.67602539 24.86650253,66.97265625 24.78673454,67.5769043 24.01636182,67.8515625 24.14675359,67.96142578 24.43714786,68.203125 25.00597266,68.29101563 25.28443775,68.29101563 25.57217556,68.18115234 25.94816629,67.82958984 26.21459102,67.70874023 26.7554209,68.03833008 27.19601438,68.25805664 27.40103239,68.31298828 27.65433811,68.65356445 27.82936086,68.91723633 27.67379896,69.07104492 27.99440141,69.45556641 28.26568239,70.72998047 29.26723287,70.68603516 30.01203068,70.68603516 30.75127778,70.79589844 31.87755764,71.14746094 32.91648535,72.00439453 33.63291574,72.00439453 34.37971258,71.69677734 35.12889434,71.63085938 36.03133178,72.55371094 37.40507375,72.90527344 38.06539235,72.81738281 38.75408328,72.0703125 39.13006024,71.32324219 38.89103283,70.92773438 38.30718056,69.2578125 37.0200982,67.93945313 35.92464453,66.62109375 35.17380832,65.61035156 35.81781316,66.88476563 37.61423142,68.37890625 39.0789081,69.27978516 39.94343646,69.69726563 40.43022363,70.22460938 41.36031866,69.9609375 41.64007838,69.19189453 41.52502957,68.88427734 41.06278607,68.42285156 41.29431726,67.89550781 41.26129149,67.76367188 40.93011521,67.25830078 40.99648401,66.07177734 41.09591206,64.90722656 40.97989807,64.29199219 40.76390128,62.9296875 40.49709237,62.33642578 40.48038143,61.41357422 40.2459915,60.55664063 39.96028035,59.52392578 39.75787999,58.84277344 39.30029919,58.40332031 38.77121637,57.72216797 38.47939467,57.04101563 38.58252616,56.05224609 38.32442043,55.04150391 37.89219555,54.01977539 37.3876175,53.94287109 36.79169062,53.41552734 36.84446074,51.70166016 36.5802466,50.75683594 36.89719447,50.36132813 37.12528628,50.25146484 37.3876175,50.06469727 37.41380035,49.89990234 37.44869659,49.44946289 37.21283151,49.03198242 37.19533058,48.74633789 37.2390753,48.30688477 37.3876175,47.84545898 37.6403349,47.40600586 37.90086509))",,,,,,,,,,,,,"Babylonie, Mésopotamie, Médie, Perside, Susiane, Parthie, Sogdiane, Bactriane, Carmanie",,"Seleucie du Tigre",,,,,,,,,
30,"Royaume lagide -Égypte, Cyrénaïque",12,Place,"2026-02-03 11:28:00","2026-02-03 14:47:14",2,,,0,viewable,,"Royaume lagide",,,"POLYGON((34.18945313 31.31610138,34.63989258 30.33495388,34.93652344 29.41089038,34.46411133 28.31405306,34.35424805 27.86821658,34.23339844 27.71271026,33.77197266 27.96529492,33.23364258 28.55557605,33.10180664 29.02735478,32.70629883 29.4778612,32.46837616 30.18341862,34.23339844 26.43122806,34.93652344 25.04579224,35.27709961 24.43714786,35.83740234 23.90592693,35.13427734 23.74512587,34.34326172 23.76523689,33.59619141 23.68477417,32.83813477 23.68477417,30.5859375 24.38712732,29.64111328 25.18505888,29.26757813 25.64152637,28.95996094 26.09625491,28.54248047 26.50990453,28.125 26.76523057,26.96044922 27.35225294,25.94970703 28.22697004,24.56542969 28.59416851,23.26904297 28.74839657,21.64306641 28.67131092,19.62158203 28.99853181,19.07226563 30.29701788,19.90722656 30.63791203,20.12695313 31.27855086,19.73144531 32.1384087,20.78613281 32.7318409,21.92871094 33.10074541,22.78564453 32.76880048,23.14819336 32.58384933,23.203125 32.31499128,23.5546875 32.21280107,24.12597656 31.98944184,24.64233398 32.03602004,24.89501953 31.99875937,25.19165039 31.87755764,25.29052734 31.47552402,25.85083008 31.6533814,26.45507813 31.49426182,26.80664063 31.51299586,27.1472168 31.38177878,27.33398438 31.3723991,27.48779297 31.21280146,27.68554688 31.20340495,27.8503418 31.27855086,27.97119141 31.10938856,28.37768555 31.08116546,28.72924805 30.9964459,28.92700195 30.85507929,29.22363281 30.83621463,29.46533203 30.93050082,29.64111328 31.06234541,30.34423828 31.48489339,31.10229492 31.61596594,31.82739258 31.52236147,32.32177734 31.31610138,32.54150391 31.1281993,32.79418945 31.0717559,33.06884766 31.18460914,33.34350586 31.13760327,34.18945313 31.31610138))",,,,,,,,,,,,,Égypte|Cyrénaïque,,Memphis,,,,,,,,,
